title,seller_name,brand,description,initial_price,final_price,currency,availability,reviews_count,categories,asin,buybox_seller,number_of_sellers,root_bs_rank,answered_questions,domain,images_count,url,video_count,image_url,item_weight,rating,product_dimensions,seller_id,date_first_available,discount,model_number,manufacturer,department,plus_content,upc,video,top_review,variations,delivery,features,format,buybox_prices,parent_asin,input_asin,ingredients,origin_url,bought_past_month,is_available,root_bs_category,bs_category,bs_rank,badge,subcategory_rank,amazon_choice,images,product_details,prices_breakdown,country_of_origin
"JETech Case for iPad Pro 10.5-Inch and iPad Air 3 (10.5-Inch 2019, 3rd Generation), Smart Cover Auto Wake/Sleep Cover (Space Gray)",PCAÉ??É??É??ssoÉ??É??É??JETÉ??É??É??É??É??É??É??É??É??rizÉ??É??É??,JETech,"About this item Designed for iPad Air 3rd generation 10.5 (2019) and iPad Pro 10.5 (2017). NOT compatible with any other iPad models. Fit iPad Models: A1701/A1709/A1852/A2152/A2123/A2153/A2154. Please check back bottom of your iPad to find the model number Made with PC and PU. Slim/light design. Synthetic exterior and smooth interior provide comprehensive protection for your iPad Magnetic smart cover supports automatic sleep/wake function.The tri-fold front cover can support iPad in two standing position for viewing and typing Easy access to all the controls and features; Perfect cutouts for speakers, camera and other ports Package includes: iPad Air 3 (2019) / iPad Pro 10.5 (2017) case, customer service card","""14.99""","""12.98""",USD,Only 20 left in stock - order soon,27124,"[""Electronics"",""Computers & Accessories"",""Tablet Accessories"",""Bags, Cases & Sleeves"",""Cases""]",B07QNR7LTH,PCAccessory_JETech_Authorized,9,3339,0,https://www.amazon.com/,1,https://www.amazon.com/JETech-Case-iPad-10-5-inch-Sleep/dp/B07QNR7LTH,0,https://m.media-amazon.com/images/I/612lmyuNxeL.__AC_SX300_SY300_QL70_ML2_.jpg,9.2 ounces,4.5,10.24 x 7.32 x 0.47 inches,A3INX5OKDTYMZX,"August 3, 2020",-13%,3052N,JETech,,FALSE,,FALSE,"I recently purchased the Case for iPad Pro 10.5-Inch, and I must say it has proven to be a reliable companion for my tablet. This case strikes a great balance between style and functionality, providing adequate protection while maintaining a sleek and professional appearance.One of the standout features of this case is its sturdy construction. The materials used feel durable and capable of withstanding everyday wear and tear. The case snugly fits my iPad Pro, ensuring a secure and precise fit. I appreciate the reinforced corners, which provide added shock absorption and protect the device against accidental drops.The design of the case is minimalist and elegant. It adds a touch of sophistication to my iPad Pro without adding unnecessary bulk. The slim profile of the case allows for easy handling and effortless transportation. It also doesn't interfere with any of the device's functionalities, including the buttons, ports, and cameras. All the necessary cutouts are well-aligned, providing convenient access without any obstructions.The case offers versatile viewing angles, thanks to its built-in stand feature. This allows me to comfortably watch videos, browse the internet, or work on my iPad Pro without straining my neck. The stand is sturdy and holds the tablet securely in both landscape and portrait orientations.However, one aspect that could be improved is the closure mechanism. The case utilizes a magnetic closure, which isn't as secure as a strap or a snap closure. While it generally keeps the case closed, it can sometimes come undone if not properly aligned or with rough handling. A more secure closure system would provide additional peace of mind when carrying the iPad Pro in a bag or during travel.Overall, the Case for iPad Pro 10.5-Inch offers reliable protection and a stylish design. Its sturdy construction ensures the safety of my tablet, while the slim profile adds a touch of elegance. The built-in stand is a useful feature, providing versatile viewing angles. Though the magnetic closure could be more secure, it doesn't detract significantly from the overall functionality of the case. If you're looking for a practical and visually appealing case for your iPad Pro, this is a great option to consider.","[{""asin"":""B07QNR7LTH"",""name"":""Space Gray""},{""asin"":""B074GSXYB2"",""name"":""Rose""},{""asin"":""B07QMSX6JG"",""name"":""Papaya""},{""asin"":""B07175N8XP"",""name"":""Black""},{""asin"":""B0731HDQT7"",""name"":""Grey""},{""asin"":""B07QSWQMCS"",""name"":""Matcha Green""},{""asin"":""B07QMSVY6P"",""name"":""Misty Blue""},{""asin"":""B07QQZDV88"",""name"":""Light Purple""},{""asin"":""B0731HR3FJ"",""name"":""Red""},{""asin"":""B0731FB9T3"",""name"":""Blue""},{""asin"":""B07QQZF6ZP"",""name"":""Light Blue""},{""asin"":""B07QMSW7GK"",""name"":""Navy""}]","[""FREE delivery Monday, August 28 on orders shipped by Amazon over $35"",""Or fastest delivery Friday, August 25. Order within 7 hrs 49 mins"",""FREE delivery Monday, August 28 on orders shipped by Amazon over $35"",""Or fastest delivery Friday, August 25. Order within 7 hrs 49 mins""]","[""Designed for iPad Air 3rd generation 10.5 (2019) and iPad Pro 10.5 (2017). NOT compatible with any other iPad models. Fit iPad Models A1701/A1709/A1852/A2152/A2123/A2153/A2154. Please check back bottom of your iPad to find the model number"",""Made with PC and PU. Slim/light design. Synthetic exterior and smooth interior provide comprehensive protection for your iPad"",""Magnetic smart cover supports automatic sleep/wake function.The tri-fold front cover can support iPad in two standing position for viewing and typing"",""Easy access to all the controls and features; Perfect cutouts for speakers, camera and other ports"",""Package includes iPad Air 3 (2019) / iPad Pro 10.5 (2017) case, customer service card""]",[],"{""discount"":""-13%"",""final_price"":1.298000000000000e+01,""initial_price"":1.499000000000000e+01,""sns_price"":{}}",,,,,,,,,,,null,,null,null,null,
"IBENZER Compatible with New MacBook Air 13 inch Case 2022 2021 2020 M1 A2337 A2179 A1932, Plastic Hard Shell Case with Keyboard Cover for Mac Retina Display with Touch ID, Black, MMA-T13BK+1A",iBeÉ??É??É??r,IBENZER,Previous page Next page 1 Welcome 2 Hinge Mechanism 3 Various Colors 4 Micro Clips 5 Usability,1.60E+01,"""15.99""",USD,In Stock,17671,"[""Electronics"",""Computers & Accessories"",""Laptop Accessories"",""Bags, Cases & Sleeves"",""Hard Shell Cases""]",B07SS5Z6TN,iBenzer,1,185,0,https://www.amazon.com/,1,https://www.amazon.com/dp/B07SS5Z6TN?th=1&psc=1&currency=USD&language=en_GB,0,https://m.media-amazon.com/images/I/61dBcGF7B9L.__AC_SX300_SY300_QL70_FMwebp_.jpg,9 ounces,4.2,12 x 8.4 x 0.42 inches,AYWYPRN23GHNL,"June 5, 2019",-33%,For Macbook Air M1 A2337/A2179/A1932,IBENZER,Electronics,TRUE,,FALSE,"I had gotten my MacBook Air, and had bought a clear plastic case for it, and the case just did not fit right. I eventually decided that I really needed to invest into another case! The clear one had cracked within 1 and 1/2 months of the purchase. I don't usually take my laptop anywhere but school and my house ever, so I was surprised when I saw a crack! I also didn't want to spend a lot of money on a case, so I chose this case, and I'm glad I did! The color is a little more purple than what I thought it would be, but i'm ok with that. I literally didn't need instructions to put this case on, and it took me about 20 seconds to put the top and bottom on the laptop. Super easy to just click on. I also noticed the matte finish or something on this, and I am loving it! My other case was a hard plastic that was slippery. This one is NOT SLIPPERY!! My ONLY complaint would be that this specific color is not super sheer, and that's sort of what I was looking for. Not a huge deal, and certainly not a dealbreaker! Overall, this case is super easy and simple to install, not to mention quick! It has great color, good feel, and fits so seamlessly, it's amazing! I am honestly surprised that there are not as many good reviews as there should be for this case. Loving it and thanks for making such a durable, and sharp looking case! I HIGHLY recommend!","[{""asin"":""B07SS5Z6TN"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Black""},{""asin"":""B0B5FKRQ4D"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Matcha Green""},{""asin"":""B07L17HNZR"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Purple""},{""asin"":""B07L5TC6VL"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Frost Clear""},{""asin"":""B07KQNHKVL"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Navy Blue""},{""asin"":""B0B5FHCD42"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Rocky Gray""},{""asin"":""B07KQPT4PH"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Serenity Blue""},{""asin"":""B08ZYWYVRG"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Ultra Gray""},{""asin"":""B08XWJ4FG5"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 White Marble""},{""asin"":""B081FM3W2T"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Green""},{""asin"":""B01MDO393M"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Sky Blue""},{""asin"":""B08ZYWLNSP"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Black Marble""},{""asin"":""B08JVKKP64"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Turkish Blue""},{""asin"":""B07KQPK566"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Crystal Clear""},{""asin"":""B09H8685VW"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Midnight Green""},{""asin"":""B07R2M9H17"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Crystal Black""},{""asin"":""B01KFY2DI2"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Orange""},{""asin"":""B09H87XZDY"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Pink Marble""},{""asin"":""B0842XSMMQ"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Airy Blue""},{""asin"":""B08ZYXK1FX"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Avocado Green""},{""asin"":""B08FCTWC1Y"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Rose Gold""},{""asin"":""B0C25X9S8S"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Star Midnight Green""},{""asin"":""B082YHSSG6"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Quezhal Green""},{""asin"":""B07T8KD6KX"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Coral Orange""},{""asin"":""B0BPZ1PTZS"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Crystal Purple""},{""asin"":""B0C256NLY5"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Star Blue""},{""asin"":""B0B5FJR4VR"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Lavender Gray""},{""asin"":""B0B5FHY1HS"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Sierra Blue""},{""asin"":""B07KQMNJ12"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Rose Quartz""},{""asin"":""B0B5FJHZDV"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Sakura Pink""},{""asin"":""B07Q32JT3F"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Pink""},{""asin"":""B081G4RM22"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Royal Blue""},{""asin"":""B08ZYYN11P"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Marigold""},{""asin"":""B081G6TN3P"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Red""},{""asin"":""B0842Y1L4R"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Ultra Purple""},{""asin"":""B07N7HBT39"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Gray""},{""asin"":""B0C25Z7221"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Star Clear""},{""asin"":""B081GC9SPC"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Turquoise""},{""asin"":""B0B44SNP61"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Olive Green""},{""asin"":""B0C25JNX1C"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Star Black""},{""asin"":""B081S8KVNF"",""name"":""For Newest Macbook Air M1 A2337/A2179/A1932 Wine Red""}]","[""FREE delivery Sunday, May 5 on orders shipped by Amazon over $35"",""Or fastest delivery Tomorrow, May 1. Order within 2 hrs 4 mins""]","[""Check Your Model This case is specifically designed for the MacBook Air 13 inch 2022 2021 2020 2019 2018 Release with Touch ID; Models M1 A2337 A2179 A1932 MVFH2LL/A, MVFM2LL/A, MVFK2LL/A, MVFJ2LL/A, MVFN2LL/A, MVFL2LL/A, MREE2LL/A, MREC2LL/A, MRE82LL/A, MREA2LL/A, MREF2LL/A, MRE92LL/A."",""Incompatible Models Please note that this case does not fit the 2022 M2 MacBook Air 13 Inch; Model A2681 and Older MacBook Air 13 Released BEFORE 2018; Models A1466/A1369. Make sure to check the model number at the bottom of your laptop A****."",""Easy Installation and Removal Our hard shell case is precisely engineered for the effortless installation and removal on the MacBook Air 13-inch M1 model. With micro clips that securely fasten to your laptop, you can enjoy a hassle-free experience. The clips provide a secure fit while allowing for easy removal whenever necessary."",""Attention to Details Please be aware that this case DOES NOT have a logo cut out design, and the level of transparency may vary slightly depending on the color. Additionally, the color of the anti-slip footpads may vary depending on the case."",""Protective NOT Bulky Ultra-light case for MacBook, won't add any extra weight to your MacBook. Enhance the look of your MacBook while ensuring its safety.""]",null,"{""discount"":""-33%"",""final_price"":1.599000000000000e+01,""initial_price"":1.599000000000000e+01,""sns_price"":{}}",B08157Z8T7,B07SS5Z6TN,,,200,TRUE,,,,,null,,null,null,null,
Ngbhtiob Cute Backpack For Travel Laptop Daypack 3d Print Bag For Boys And Men,dawÉ??É??É??wulÉ??É??É??hanÉ??É??É??,Ngbhtiob,Backpack For Travel Laptop Daypack 3d Print Bag For Boys And Men,"""39.99""","""33.99""",USD,In Stock,4,"[""Electronics"",""Computers & Accessories"",""Laptop Accessories"",""Bags, Cases & Sleeves"",""Backpacks""]",B0C27P6VC9,dawusiwulidahan,1,19741,0,https://www.amazon.com/,1,https://www.amazon.com/Ngbhtiob-Backpack-Travel-Laptop-Daypack/dp/B0C27P6VC9,0,https://m.media-amazon.com/images/I/71wmerR-7SL.__AC_SX300_SY300_QL70_FMwebp_.jpg,10 ounces,3.4,5.5 x 12.6 x 16.5 inches,AKYF1L213VBD1,,-15%,backpacks-22,Ngbhtiob,unisex-adult,FALSE,,FALSE,We purchased these the beginning of the school year and our daughters have been using them for a month now and the zippers have already broken and will not zip shut anymore. They are definitely not worth the price we paid for them. The material is very thing and flimsy as well.,"[{""asin"":""B0C27PPS7Q"",""name"":""B 1""},{""asin"":""B0C27G56QD"",""name"":""A 1""},{""asin"":""B0C27PZYN5"",""name"":""A 5""},{""asin"":""B0C27P6VC9"",""name"":""B 3""},{""asin"":""B0C27PGD7J"",""name"":""A 2""},{""asin"":""B0C27Q216Z"",""name"":""B 5""},{""asin"":""B0C27RFYHQ"",""name"":""B 4""},{""asin"":""B0C27NQHVV"",""name"":""B 2""},{""asin"":""B0C27R557N"",""name"":""B 6""}]","[""FREE delivery Wednesday, October 11 on orders shipped by Amazon over $35"",""Or fastest delivery Tomorrow, October 7. Order within 2 hrs 9 mins""]","[""Made By 100% Oxford.Durable Polyester Fabric Which Won'T Tear Apart Easily. Suitable for children over six years old"",""Size 16.5x12.5.X5 Inch.Suitable For Adults And Big Boys."",""A Large Sticker Bag Is Built Into A Main Pocket To Classify Your Belongings. Each Side Of The Bag Has A Mesh Pocket To Place Bottles, Umbrellas, Etc."",""Adjustable Padded Shoulder Straps Decrease Pressure Of Shoulder And Make It Comfortable To Carry."",""Mountain Climbing Tours, Training Courses, Shopping, Zoos, Parks, Outdoor Sports, Etc.Suggested Hand Washing""]",[],"{""discount"":""-15%"",""final_price"":3.399000000000000e+01,""initial_price"":3.999000000000000e+01,""sns_price"":{}}",,,,,,,,,,,null,,null,null,null,
"USB C to USB C Charger Cable for Apple 10ft 60w, 4 Pack Long Type C to Type C Fast Charging Cord for iPhone 15/15 Pro/15 Plus/15 Pro Max, for MacBook Pro 2020, iPad Mini 6/ Pro, iPad Air 4/5, (White)",qiuÉ??É??É??baiÉ??É??É??,LDHTY,"LDHTY 4 Pack USB C to USB C Charger Cable       Fully Compatible Devices for iPhone 15 / 15Pro / 15Plus / 15ProMax for MacBook 2015/ 2016/ 2017 for Macbook Air 2018/ 2019/ 2020 for MacBook Pro 13'' 2017/ 2018/ 2019/ 2020 for iPad Pro 2018/ 2020/ 2021/ 2022 for iPad Air 4th Generation / 5th Generation for iPad 10th Generation for iPad Mini 6th Generation for Google Pixel 2/ 2XL/ 3/ 3XL/ 3a/ 3a/ 4/ 4 XL/ 5/ 6 for For LG G7 / V30 / V40, Stylo 4 / 5 for Samsung Galaxy S22/ S22+ / S22 Ultra/ S21 / S21+ / S21 Ultra / S20 / S20+ / S20 Ultra / Note 20 / Note 20 Ultra / Note 10 / Note 10 Plus ( Note: This is a data transfer and charging cable, and does not support video output.)","""13.99""","""11.49""",USD,In Stock,40,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Cables & Accessories"",""Cables & Interconnects"",""USB Cables""]",B0CMCLXJPQ,qiuyuebai,2,812,0,https://www.amazon.com/,1,https://www.amazon.com/Charger-Cable-Charging-iPhone-MacBook/dp/B0CMCLXJPQ?th=1&psc=1&currency=USD&language=en_GB,0,https://m.media-amazon.com/images/I/61fxREbRQSL.__AC_SX300_SY300_QL70_FMwebp_.jpg,8.1 ounces,4.9,12.17 x 8.66 x 0.67 inches,A2MMDKFVXD4EYY,"November 2, 2023",-18%,"for iPhone 15/15 Pro/15 Pro Max/15 Plus, for New 2021 iPad Mini 6th Generation, for 2021/2020/2018 iPad Pro 12.9 in 5th/4th/3rd Generation, for iPad Pro 11 in 3rd/2nd/1st Generation(2021/2020/2018), for MacBook Air, MacBook Retina 12 inch. for Samsung Galaxy S23/S23+/S23 Ultra/S22/S22+/S22 Ultra/S21/S20/Note 20/Note 10, for Google Pixel 5/4/3/2 XL and more.",LDHTY,Electronics,TRUE,,FALSE,"I recently purchased this Two-sided usb-c cable, and I am thrilled with its performance! This cable has proven to be a game changer in terms of data transfer and fast charging capabilities.","[{""asin"":""B0CKXF15WT"",""name"":""3pack 6ft White""},{""asin"":""B0CMCLXJPQ"",""name"":""4pack 10ft White""}]","[""FREE delivery Sunday, February 4 on orders shipped by Amazon over $35"",""Or fastest delivery Tomorrow, January 31. Order within 5 hrs 39 mins""]","[""Universal Compatibility This LDHTY USB C to USB C fast charging cable Compatible with 65W/61W/45W/35W/30W/25W/22.5W/20W/18W/15W/12W/5W All USB C charger. for iPhone 15/iPhone15 Plus/iPhone15 Pro/iPhone15 Pro Maxã¨?for MacBook Pro 13 inch, Macbook Air 13 /m1 Inch, MacBook 12 inch, for iPad Pro 12.9/11 inch, iPad Air 4/5, iPad Mini 6, for Samsung Galaxy S23/S22/S22/ S21/S21+/S21 Ultra/ S20/S20+/S20 Ultra, for Galaxy A53/A73/A71, for Galaxy Note 10/10+/20 Ultra and other USB-C port devices."",""Fast Charging-60W This c to c type fast charging cable supports fast charging, Max output up to 20V/3A, suit with USB-C adapters. USB 2.0 supports data transfer speed up to 480Mbps."",""Very Durable This long usbc to usbc fast charging cable adding additional durability and tangle-free, it can bear 30000+ bending test. The type c cable to type c fast charging has unique laser welding technology to make the connector prevent from broken."",""What you get 4 «? USB C to USB C Cable (10 ft), If you have any questions, please contact us for free, we will solve issues within 24 hours."",""USB C to USB C Cable This USB-C to USB-C cable,which has the same USB C plug on both ends, with your USB C wall charger,and usbc to usbc fast charging your device.""]",null,"{""discount"":""-18%"",""final_price"":1.149000000000000e+01,""initial_price"":1.399000000000000e+01,""sns_price"":{}}",B0CTHHX41K,B0CMCLXJPQ,,,,,,,,,null,,null,null,null,
IOGEAR 2-Port USB HDMI Cabled KVM Switch - 1920 x 1200 60Hz - Hotkey or Remote Button Switch - 2.1 Stereo - USB 2.0 Mouse Port Can Be Used As USB Hub and USB Peripheral Sharing - Mac / Win - GCS62HU,IOGÉ??É??É?? DiÉ??É??É??t,IOGEAR,"IOGEAR GCS62HU is a 2-Port HD cable KVM switch with audio that charts revolutionary new ground in KVM functionality by combining advanced high definition and USB 2. 0 technology. It enables effortless control over 2 HD devices or computers using a single USB keyboard, USB mouse and high definition monitor or HDTV. This advanced HD KVMP can increase efficiency and save equipment cost for applications where HD resolutions, large or widescreen HD monitors are used and required such as: desktop publishing/graphic design/video editing, digital home entertainment, high-end gaming, where high video resolution (1080P HD) is demanded IOGEAR 2-Port HD KVM switch supports HD digital inputs from: , home/office computers/laptops, HTPC's (home theater PC's) game consoles, such as PS3 connect your high definition display or HDTV (flat panel, plasma, DLP, digital TVs). it is also equipped with IOGEAR DynaSync* technology which reads and remembers the monitor's parameters (EDID) eliminating any delays or change in video resolution when switching between, or booting computers. For added convenience The GCS62HU features USB 2. 0 peripheral sharing via the mouse port; Connect a powered USB hub to expand your USB connectivity**. The 2-Port HD cable KVM switch with audio is a simple Plug-N-Play out-of-box solution, including all of the necessary cabling required to fit your needs. *IogearÉ??s DynaSync provides the edit support for Windows 7 **mouse emulation must be disabled for This feature to function correctly. Re-programmable hotkey activation for keyboards without a scroll lock key",6.00E+01,6.00E+01,USD,In Stock,6340,"[""Electronics"",""Computers & Accessories"",""Computer Components"",""External Components"",""KVM Switches""]",B004YCUDMU,IOGEAR Direct,1,95,0,https://www.amazon.com/,3,https://www.amazon.com/dp/B004YCUDMU?th=1&psc=1&currency=USD&language=en_GB,0,https://m.media-amazon.com/images/I/614Bethgc6L._AC_SL1500_.jpg,15 ounces,4.2,2.56 x 3.15 x 0.98 inches,A1KLTFWR9E1TCO,"April 28, 2011",,GCS62HU,IOGEAR,Electronics,TRUE,521227163090 872182678106 763615872492 163120315604 100177134420 999994741108 881317507204 012951580159 168141483127 782386490728 898029646992 731215288203 172302705010 807030503750 112840012201 803982776921 787768666340 071030056732 809186279459,FALSE,"THE GCS1942 ($433) IS THE ONE TO GET IF YOU HAVE DUAL 4K MONITORS!I recently upgraded my Win10 PC to a pair of LG 32"" 4K monitors, which have DisplayPort inputs, and this $433 (OUCH!) IOGear GCS1942 DisplayPort KVM.  My previous setup was a pair of 27"" WQHD monitors with DVI-D inputs, and  used an older IOGear DIV-D KVM which is also a dual-view KVM.  I can then run two computers with dual monitors.So, I tried FOUR other KVM's, and had issues all around.  Issues like the monitors ""forgetting"" window locations, monitors powering down, monitors not being recognized, proper resolutions and refresh rates not being recognizable, poor video quality, and having to try adapters to connect everything.  I spent DAYS messing with settings, drivers, adapters, resetting everything, clean installing everything ... what a hassle.  I returned them all.Due to the reliability of my old IOGear KVM, which is easily 10 years old, I decided to suck it up and spend the $433 for this new version.  Long story short, this KVM is worth every penny!!!Computers:*  Custom PC with GTX-970 which has a single DisplayPort and single HDMI output.  I had to buy an active adapter for my GTX-970's HDMI port.* A 2019 Dell laptop for work, with a USB-C Dell D6000 docking port, with two DisplayPort outputs.Results:YES, I WOULD BUY THIS AGAIN even though it was $433 - it is worth every penny.PROS:* Very good quality, just like my old IOGear KVM.  Big metal housing, clearly labelled ports, easy to use.* 4 DisplayPort cables included!  All you need are the DP cables to your monitors.* Proper support of 4K 60Hz resolutions, which looks flawless on my LG 32"" 4K monitors.* Familiar (at least for me) hotkey operation, the same as my old IOGear KVM.  Just press [scroll lock][scroll lock][enter] and you switch to the next PC.* This KVM supports the ""monitor is powered on"" protocol when disconnected.  This is VERY important - it means that when you switch from one PC to the next, and then come back, all your windows are in the same place, the resolution is the same, and it's PERFECT.* Supports wireless keyboard and mouse.  Do NOT believe the IOGear support folks who say you need a wired keyboard or their IOGear keyboard.  I am using an HP wireless keyboard and mouse, which is 5-6 years old, and I simply plugged the wireless USB nubs into the appropriate ports on the back of the KVM.  If you plug them into the ""standard"" USB port, then it will NOT work, so pay attention!CONS:* Switching PC's takes about 2-3 seconds, instead of the 1-2 seconds of my old KVM.  Horrors!  LOL.  :)* It is pretty big, so check the measurements.  I put mine on a shelf behind my monitors so I don't see it and don't care.* The cables are only 4' or 5' long.  Adding an extra foot or two length would have been helpful for me, but that is most because I have an antique desk and have to run the cables out my PC, under the back wall, then 4' up to the top or a raised shelf on the back.* It's $433!  I hate paying that much money, but then again my last one lasted 10+ years and I use it every day for work.  Plus, this works FLAWLESSLY.  I figure it's worth it.","[{""asin"":""B07WRN3FZN"",""name"":""2-Port USB-C""},{""asin"":""B08DKRG51P"",""name"":""2-Port USB KVM Switch KIT""},{""asin"":""B004YCUDMU"",""name"":""2-Port HDMI""},{""asin"":""B07W5K22BK"",""name"":""2-Port VGA DisplayPort KVM Switch Kit""},{""asin"":""B001S2PJO6"",""name"":""4-Port VGA""},{""asin"":""B002TQYSN8"",""name"":""2-Port DVI with Audio""},{""asin"":""B002K0TU2C"",""name"":""2-Port VGA with Audio""},{""asin"":""B076ZDQDN4"",""name"":""2-Port DisplayPort""},{""asin"":""B001D1UTC4"",""name"":""2-Port VGA""},{""asin"":""B07KYRV6VJ"",""name"":""4-Port DisplayPort""},{""asin"":""B00JVV8XL2"",""name"":""2-Port 2-Port USB DVI""},{""asin"":""B07KGLC4Y1"",""name"":""2-Port 4K Dual View 2-Port 4K Dual View""}]","[""FREE delivery Sunday, June 30"",""Or fastest delivery Saturday, June 29. Order within 6 hrs 35 mins""]","[""Share 2 computers using one keyboard, Mouse, and HD monitor"",""Convenient switching by pushbutton, hotkeys, or 3-button wired USB mouse"",""1080P HD resolution; power on detection; firmware upgradeable"",""EDID support on Direct HDMI connection"",""Expand USB 2. 0 peripheral sharing via mouse Port with a powered USB hub"",""Backed by IOGEAR's 3-year and free lifetime technical support"",""Digital Audio support, Mac and sun keyboard support"",""Hdcp compliant, plug-n-play; no software required"",""Multi OS platform support, Works with game consoles"",""Includes 2. 1 Stereo sound and microphone support""]",null,"{""final_price"":5.999000000000000e+01,""sns_price"":{}}",B08N8GCHGJ,B004YCUDMU,,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_nav_electronics_0,50,TRUE,KVM Switches,KVM Switches,95,Amazon's  Choice,"[{""subcategory_name"":""KVM Switches"",""subcategory_rank"":95}]",TRUE,"[""https://m.media-amazon.com/images/I/614Bethgc6L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/51TUHjkw4TL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61B4mIXb93L._AC_SL1500_.jpg""]",null,null,
